0,-0.5,-0.3,0,0,0,0
0.01,-0.500058,-0.300006,-0.0116439,-0.00110283,0,0
0.02,-0.500233,-0.300022,-0.0232883,-0.00220588,0,0
0.03,-0.500524,-0.30005,-0.0349334,-0.00330959,0,0
0.04,-0.500932,-0.300088,-0.0465793,-0.00441439,0,0
0.05,-0.501456,-0.300138,-0.058226,-0.00552074,0,0
0.06,-0.502096,-0.300199,-0.0698736,-0.00662907,0,0
0.07,-0.502853,-0.300271,-0.0815223,-0.00773983,0,0
0.08,-0.503727,-0.300353,-0.0931721,-0.00885346,0,0
0.09,-0.504716,-0.300448,-0.104823,-0.00997043,0,0
0.1,-0.505823,-0.300553,-0.116476,-0.0110912,0,0
0.11,-0.507046,-0.300669,-0.128129,-0.0122162,0,0
0.12,-0.508386,-0.300797,-0.139785,-0.0133459,0,0
0.13,-0.509842,-0.300936,-0.151442,-0.0144809,0,0
0.14,-0.511414,-0.301087,-0.163101,-0.0156215,0,0
0.15,-0.513104,-0.301249,-0.174761,-0.0167683,0,0
0.16,-0.51491,-0.301422,-0.186424,-0.0179217,0,0
0.17,-0.516832,-0.301607,-0.198089,-0.0190824,0,0
0.18,-0.518871,-0.301804,-0.209755,-0.0202507,0,0
0.19,-0.521027,-0.302012,-0.221425,-0.0214273,0,0
0.2,-0.5233,-0.302233,-0.233096,-0.0226126,0,0
0.21,-0.525689,-0.302465,-0.244771,-0.0238073,0,0
0.22,-0.528195,-0.302709,-0.256447,-0.0250119,0,0
0.23,-0.530818,-0.302965,-0.268127,-0.0262269,0,0
0.24,-0.533558,-0.303233,-0.27981,-0.027453,0,0
0.25,-0.536414,-0.303514,-0.291496,-0.0286908,0,0
0.26,-0.539388,-0.303807,-0.303185,-0.029941,0,0
0.27,-0.542478,-0.304113,-0.314877,-0.0312041,0,0
0.28,-0.545685,-0.304431,-0.326573,-0.0324809,0,0
0.29,-0.54901,-0.304763,-0.338272,-0.033772,0,0
0.3,-0.552451,-0.305107,-0.349976,-0.0350781,0,0
0.31,-0.556009,-0.305464,-0.361683,-0.0364001,0,0
0.32,-0.559685,-0.305835,-0.373394,-0.0377387,0,0
0.33,-0.563477,-0.306219,-0.38511,-0.0390946,0,0
0.34,-0.567387,-0.306617,-0.396831,-0.0404688,0,0
0.35,-0.571414,-0.307028,-0.408556,-0.041862,0,0
0.36,-0.575558,-0.307454,-0.420285,-0.0432752,0,0
0.37,-0.579819,-0.307894,-0.43202,-0.0447093,0,0
0.38,-0.584198,-0.308348,-0.443761,-0.0461652,0,0
0.39,-0.588695,-0.308817,-0.455506,-0.0476441,0,0
0.4,-0.593308,-0.309301,-0.467258,-0.0491469,0,0
0.41,-0.59804,-0.3098,-0.479015,-0.0506748,0,0
0.42,-0.602889,-0.310315,-0.490779,-0.0522289,0,0
0.43,-0.607855,-0.310845,-0.502549,-0.0538105,0,0
0.44,-0.61294,-0.311391,-0.514326,-0.0554208,0,0
0.45,-0.618142,-0.311954,-0.526109,-0.0570612,0,0
0.46,-0.623462,-0.312532,-0.5379,-0.0587331,0,0
0.47,-0.6289,-0.313128,-0.549699,-0.060438,0,0
0.48,-0.634456,-0.313741,-0.561505,-0.0621775,0,0
0.49,-0.64013,-0.314372,-0.57332,-0.0639532,0,0
0.5,-0.645922,-0.315021,-0.585143,-0.0657669,0,0
0.51,-0.651833,-0.315687,-0.596975,-0.0676205,0,0
0.52,-0.657862,-0.316373,-0.608816,-0.0695159,0,0
0.53,-0.664009,-0.317078,-0.620666,-0.0714553,0,0
0.54,-0.670275,-0.317802,-0.632527,-0.0734408,0,0
0.55,-0.67666,-0.318547,-0.644398,-0.0754749,0,0
0.56,-0.683163,-0.319312,-0.656281,-0.07756,0,0
0.57,-0.689786,-0.320098,-0.668174,-0.079699,0,0
0.58,-0.696527,-0.320906,-0.680079,-0.0818946,0,0
0.59,-0.703387,-0.321736,-0.691997,-0.08415,0,0
0.6,-0.710367,-0.322589,-0.703928,-0.0864684,0,0
0.61,-0.717466,-0.323466,-0.715872,-0.0888536,0,0
0.62,-0.724684,-0.324367,-0.727831,-0.0913093,0,0
0.63,-0.732022,-0.325292,-0.739804,-0.0938396,0,0
0.64,-0.73948,-0.326244,-0.751792,-0.0964491,0,0
0.65,-0.747058,-0.327222,-0.763797,-0.0991427,0,0
0.66,-0.754756,-0.328227,-0.775819,-0.101926,0,0
0.67,-0.762575,-0.32926,-0.787859,-0.104803,0,0
0.68,-0.770514,-0.330323,-0.799918,-0.107783,0,0
0.69,-0.778573,-0.331417,-0.811997,-0.11087,0,0
0.7,-0.786754,-0.332541,-0.824096,-0.114073,0,0
0.71,-0.795055,-0.333698,-0.836218,-0.117401,0,0
0.72,-0.803478,-0.33489,-0.848362,-0.120861,0,0
0.73,-0.812023,-0.336116,-0.860532,-0.124465,0,0
0.74,-0.820689,-0.337379,-0.872727,-0.128223,0,0
0.75,-0.829477,-0.338681,-0.88495,-0.132148,0,0
0.76,-0.838388,-0.340023,-0.897202,-0.136254,0,0
0.77,-0.847421,-0.341407,-0.909485,-0.140557,0,0
0.78,-0.856578,-0.342835,-0.921802,-0.145074,0,0
0.79,-0.865857,-0.344309,-0.934155,-0.149826,0,0
0.8,-0.875261,-0.345832,-0.946545,-0.154836,0,0
0.81,-0.884789,-0.347407,-0.958977,-0.160129,0,0
0.82,-0.894441,-0.349036,-0.971454,-0.165738,0,0
0.83,-0.904218,-0.350723,-0.983979,-0.171696,0,0
0.84,-0.91412,-0.352471,-0.996557,-0.178046,0,0
0.85,-0.924149,-0.354285,-1.00919,-0.184837,0,0
0.86,-0.934304,-0.356169,-1.02189,-0.192127,0,0
0.87,-0.944587,-0.35813,-1.03466,-0.199989,0,0
0.88,-0.954998,-0.360171,-1.04751,-0.208507,0,0
0.89,-0.965538,-0.362302,-1.06045,-0.217791,0,0
0.9,-0.976207,-0.36453,-1.0735,-0.227977,0,0
0.91,-0.987008,-0.366865,-1.08666,-0.23924,0,0
0.92,-0.997941,-0.369319,-1.09996,-0.251811,0,0
0.93,-1.00901,-0.371907,-1.11343,-0.266004,0,0
0.94,-1.02021,-0.374646,-1.12711,-0.282261,0,0
0.95,-1.03155,-0.377561,-1.14107,-0.30123,0,0
0.96,-1.04303,-0.380683,-1.15538,-0.323926,0,0
0.97,-1.05466,-0.384058,-1.17021,-0.352069,0,0
0.98,-1.06644,-0.387753,-1.18586,-0.388952,0,0
0.99,-1.07838,-0.39189,-1.20303,-0.442302,0,0
1,-1.09051,-0.396736,-1.22429,-0.539942,0,0
1.01,-1.10295,-0.403617,-1.25188,-0.708325,0,0
1.02,-1.11543,-0.409555,-1.24664,-0.524056,0,0
1.03,-1.12792,-0.4144,-1.25203,-0.451314,0,0
1.04,-1.14047,-0.418661,-1.25988,-0.403374,0,0
1.05,-1.15312,-0.422505,-1.26889,-0.366825,0,0
1.06,-1.16585,-0.426019,-1.27864,-0.336853,0,0
1.07,-1.17869,-0.429256,-1.28889,-0.311157,0,0
1.08,-1.19163,-0.432252,-1.29953,-0.288454,0,0
1.09,-1.20468,-0.435032,-1.31049,-0.267945,0,0
1.1,-1.21784,-0.437616,-1.32175,-0.249099,0,0
1.11,-1.23112,-0.440018,-1.33326,-0.231541,0,0
1.12,-1.24451,-0.44225,-1.34502,-0.214991,0,0
1.13,-1.25802,-0.444321,-1.35703,-0.199234,0,0
1.14,-1.27165,-0.446237,-1.36929,-0.184093,0,0
1.15,-1.28541,-0.448004,-1.38182,-0.169422,0,0
1.16,-1.29929,-0.449627,-1.39463,-0.15509,0,0
1.17,-1.3133,-0.451107,-1.40776,-0.140973,0,0
1.18,-1.32745,-0.452446,-1.42124,-0.126952,0,0
1.19,-1.34173,-0.453646,-1.43513,-0.112898,0,0
1.2,-1.35615,-0.454704,-1.44951,-0.0986687,0,0
1.21,-1.37072,-0.455618,-1.46448,-0.0840902,0,0
1.22,-1.38544,-0.456384,-1.4802,-0.0689386,0,0
1.23,-1.40033,-0.456994,-1.4969,-0.0529006,0,0
1.24,-1.41538,-0.457437,-1.51494,-0.0355006,0,0
1.25,-1.43063,-0.457697,-1.53497,-0.0159385,0,0
1.26,-1.44609,-0.457744,-1.55822,0.00733417,0,0
1.27,-1.46182,-0.457526,-1.58777,0.0380731,0,0
1.28,-1.47791,-0.456915,-1.6358,0.0911163,0,0
1.29,-1.49459,-0.455634,-1.60871,0.0528633,0,0
1.3,-1.51038,-0.455498,-1.56116,-0.0107101,0,0
