table0,table1,table2,table3,table4
1.8,1.8,0.0,0.0,0.0
2.4,1.8,0.0,0.0,0.0
3.0,1.8,0.0,0.0,0.0
3.6,1.8,0.0,0.0,0.0
4.2,1.8,0.0,0.0,0.0
4.8,1.8,0.0,0.0,0.0
1.8,2.4,0.0,0.0,0.0
2.4,2.4,0.0,0.0,0.0
3.0,2.4,0.0,0.0,0.0
3.6,2.4,0.0,0.0,0.0
4.2,2.4,0.0,0.0,0.0
4.8,2.4,0.0,0.0,0.0
1.8,3.0,0.0,0.0,0.0
2.4,3.0,0.0,0.0,0.0
3.0,3.0,0.0,0.0,0.0
3.6,3.0,0.0,0.0,0.0
4.2,3.0,0.0,0.0,0.0
4.8,3.0,0.0,0.0,0.0
1.8,3.6,0.0,0.0,0.0
2.4,3.6,0.0,0.0,0.0
3.0,3.6,0.0,0.0,0.0
3.6,3.6,0.0,0.0,0.0
4.2,3.6,0.0,0.0,0.0
4.8,3.6,0.0,0.0,0.0
1.8,4.2,0.0,0.0,0.0
2.4,4.2,0.0,0.0,0.0
3.0,4.2,0.0,0.0,0.0
3.6,4.2,0.0,0.0,0.0
4.2,4.2,0.0,0.0,0.0
4.8,4.2,0.0,0.0,0.0
1.8,4.8,0.0,0.0,0.0
2.4,4.8,0.0,0.0,0.0
3.0,4.8,0.0,0.0,0.0
3.6,4.8,0.0,0.0,0.0
4.2,4.8,0.0,0.0,0.0
4.8,4.8,0.0,0.0,0.0
1.8,1.8,0.6,0.0,0.0
2.4,1.8,0.6,0.0,0.0
3.0,1.8,0.6,0.0,0.0
3.6,1.8,0.6,0.0,0.0
4.2,1.8,0.6,0.0,0.0
4.8,1.8,0.6,0.0,0.0
1.8,2.4,0.6,0.0,0.0
2.4,2.4,0.6,0.0,0.0
3.0,2.4,0.6,0.0,0.0
3.6,2.4,0.6,0.0,0.0
4.2,2.4,0.6,0.0,0.0
4.8,2.4,0.6,0.0,0.0
1.8,3.0,0.6,0.0,0.0
2.4,3.0,0.6,0.0,0.0
3.0,3.0,0.6,0.0,0.0
3.6,3.0,0.6,0.0,0.0
4.2,3.0,0.6,0.0,0.0
4.8,3.0,0.6,0.0,0.0
1.8,3.6,0.6,0.0,0.0
2.4,3.6,0.6,0.0,0.0
3.0,3.6,0.6,0.0,0.0
3.6,3.6,0.6,0.0,0.0
4.2,3.6,0.6,0.0,0.0
4.8,3.6,0.6,0.0,0.0
1.8,4.2,0.6,0.0,0.0
2.4,4.2,0.6,0.0,0.0
3.0,4.2,0.6,0.0,0.0
3.6,4.2,0.6,0.0,0.0
4.2,4.2,0.6,0.0,0.0
4.8,4.2,0.6,0.0,0.0
1.8,4.8,0.6,0.0,0.0
2.4,4.8,0.6,0.0,0.0
3.0,4.8,0.6,0.0,0.0
3.6,4.8,0.6,0.0,0.0
4.2,4.8,0.6,0.0,0.0
4.8,4.8,0.6,0.0,0.0
1.8,1.8,1.2,0.0,0.0
2.4,1.8,1.2,0.0,0.0
3.0,1.8,1.2,0.0,0.0
3.6,1.8,1.2,0.0,0.0
4.2,1.8,1.2,0.0,0.0
4.8,1.8,1.2,0.0,0.0
1.8,2.4,1.2,0.0,0.0
2.4,2.4,1.2,0.0,0.0
3.0,2.4,1.2,0.0,0.0
3.6,2.4,1.2,0.0,0.0
4.2,2.4,1.2,0.0,0.0
4.8,2.4,1.2,0.0,0.0
1.8,3.0,1.2,0.0,0.0
2.4,3.0,1.2,0.0,0.0
3.0,3.0,1.2,0.0,0.0
3.6,3.0,1.2,0.0,0.0
4.2,3.0,1.2,0.0,0.0
4.8,3.0,1.2,0.0,0.0
1.8,3.6,1.2,0.0,0.0
2.4,3.6,1.2,0.0,0.0
3.0,3.6,1.2,0.0,0.0
3.6,3.6,1.2,0.0,0.0
4.2,3.6,1.2,0.0,0.0
4.8,3.6,1.2,0.0,0.0
1.8,4.2,1.2,0.0,0.0
2.4,4.2,1.2,0.0,0.0
3.0,4.2,1.2,0.0,0.0
3.6,4.2,1.2,0.0,0.0
4.2,4.2,1.2,0.0,0.0
4.8,4.2,1.2,0.0,0.0
1.8,4.8,1.2,0.0,0.0
2.4,4.8,1.2,0.0,0.0
3.0,4.8,1.2,0.0,0.0
3.6,4.8,1.2,0.0,0.0
4.2,4.8,1.2,0.0,0.0
4.8,4.8,1.2,0.0,0.0
1.8,1.8,1.8,0.0,0.0
2.4,1.8,1.8,0.0,0.0
3.0,1.8,1.8,0.0,0.0
3.6,1.8,1.8,0.0,0.0
4.2,1.8,1.8,0.0,0.0
4.8,1.8,1.8,0.0,0.0
1.8,2.4,1.8,0.0,0.0
2.4,2.4,1.8,0.0,0.0
3.0,2.4,1.8,0.0,0.0
3.6,2.4,1.8,0.0,0.0
4.2,2.4,1.8,0.0,0.0
4.8,2.4,1.8,0.0,0.0
1.8,3.0,1.8,0.0,0.0
2.4,3.0,1.8,0.0,0.0
3.0,3.0,1.8,0.0,0.0
3.6,3.0,1.8,0.0,0.0
4.2,3.0,1.8,0.0,0.0
4.8,3.0,1.8,0.0,0.0
1.8,3.6,1.8,0.0,0.0
2.4,3.6,1.8,0.0,0.0
3.0,3.6,1.8,0.0,0.0
3.6,3.6,1.8,0.0,0.0
4.2,3.6,1.8,0.0,0.0
4.8,3.6,1.8,0.0,0.0
1.8,4.2,1.8,0.0,0.0
2.4,4.2,1.8,0.0,0.0
3.0,4.2,1.8,0.0,0.0
3.6,4.2,1.8,0.0,0.0
4.2,4.2,1.8,0.0,0.0
4.8,4.2,1.8,0.0,0.0
1.8,4.8,1.8,0.0,0.0
2.4,4.8,1.8,0.0,0.0
3.0,4.8,1.8,0.0,0.0
3.6,4.8,1.8,0.0,0.0
4.2,4.8,1.8,0.0,0.0
4.8,4.8,1.8,0.0,0.0
1.8,1.8,2.4,0.0,0.0
2.4,1.8,2.4,0.0,0.0
3.0,1.8,2.4,0.0,0.0
3.6,1.8,2.4,0.0,0.0
4.2,1.8,2.4,0.0,0.0
4.8,1.8,2.4,0.0,0.0
1.8,2.4,2.4,0.0,0.0
2.4,2.4,2.4,0.0,0.0
3.0,2.4,2.4,0.0,0.0
3.6,2.4,2.4,0.0,0.0
4.2,2.4,2.4,0.0,0.0
4.8,2.4,2.4,0.0,0.0
1.8,3.0,2.4,0.0,0.0
2.4,3.0,2.4,0.0,0.0
3.0,3.0,2.4,0.0,0.0
3.6,3.0,2.4,0.0,0.0
4.2,3.0,2.4,0.0,0.0
4.8,3.0,2.4,0.0,0.0
1.8,3.6,2.4,0.0,0.0
2.4,3.6,2.4,0.0,0.0
3.0,3.6,2.4,0.0,0.0
3.6,3.6,2.4,0.0,0.0
4.2,3.6,2.4,0.0,0.0
4.8,3.6,2.4,0.0,0.0
1.8,4.2,2.4,0.0,0.0
2.4,4.2,2.4,0.0,0.0
3.0,4.2,2.4,0.0,0.0
3.6,4.2,2.4,0.0,0.0
4.2,4.2,2.4,0.0,0.0
4.8,4.2,2.4,0.0,0.0
1.8,4.8,2.4,0.0,0.0
2.4,4.8,2.4,0.0,0.0
3.0,4.8,2.4,0.0,0.0
3.6,4.8,2.4,0.0,0.0
4.2,4.8,2.4,0.0,0.0
4.8,4.8,2.4,0.0,0.0
1.8,1.8,3.0,0.0,0.0
2.4,1.8,3.0,0.0,0.0
3.0,1.8,3.0,0.0,0.0
3.6,1.8,3.0,0.0,0.0
4.2,1.8,3.0,0.0,0.0
4.8,1.8,3.0,0.0,0.0
1.8,2.4,3.0,0.0,0.0
2.4,2.4,3.0,0.0,0.0
3.0,2.4,3.0,0.0,0.0
3.6,2.4,3.0,0.0,0.0
4.2,2.4,3.0,0.0,0.0
4.8,2.4,3.0,0.0,0.0
1.8,3.0,3.0,0.0,0.0
2.4,3.0,3.0,0.0,0.0
3.0,3.0,3.0,0.0,0.0
3.6,3.0,3.0,0.0,0.0
4.2,3.0,3.0,0.0,0.0
4.8,3.0,3.0,0.0,0.0
1.8,3.6,3.0,0.0,0.0
2.4,3.6,3.0,0.0,0.0
3.0,3.6,3.0,0.0,0.0
3.6,3.6,3.0,0.0,0.0
4.2,3.6,3.0,0.0,0.0
4.8,3.6,3.0,0.0,0.0
1.8,4.2,3.0,0.0,0.0
2.4,4.2,3.0,0.0,0.0
3.0,4.2,3.0,0.0,0.0
3.6,4.2,3.0,0.0,0.0
4.2,4.2,3.0,0.0,0.0
4.8,4.2,3.0,0.0,0.0
1.8,4.8,3.0,0.0,0.0
2.4,4.8,3.0,0.0,0.0
3.0,4.8,3.0,0.0,0.0
3.6,4.8,3.0,0.0,0.0
4.2,4.8,3.0,0.0,0.0
4.8,4.8,3.0,0.0,0.0
1.8,1.8,3.6,0.0,0.0
2.4,1.8,3.6,0.0,0.0
3.0,1.8,3.6,0.0,0.0
3.6,1.8,3.6,0.0,0.0
4.2,1.8,3.6,0.0,0.0
4.8,1.8,3.6,0.0,0.0
1.8,2.4,3.6,0.0,0.0
2.4,2.4,3.6,0.0,0.0
3.0,2.4,3.6,0.0,0.0
3.6,2.4,3.6,0.0,0.0
4.2,2.4,3.6,0.0,0.0
4.8,2.4,3.6,0.0,0.0
1.8,3.0,3.6,0.0,0.0
2.4,3.0,3.6,0.0,0.0
3.0,3.0,3.6,0.0,0.0
3.6,3.0,3.6,0.0,0.0
4.2,3.0,3.6,0.0,0.0
4.8,3.0,3.6,0.0,0.0
1.8,3.6,3.6,0.0,0.0
2.4,3.6,3.6,0.0,0.0
3.0,3.6,3.6,0.0,0.0
3.6,3.6,3.6,0.0,0.0
4.2,3.6,3.6,0.0,0.0
4.8,3.6,3.6,0.0,0.0
1.8,4.2,3.6,0.0,0.0
2.4,4.2,3.6,0.0,0.0
3.0,4.2,3.6,0.0,0.0
3.6,4.2,3.6,0.0,0.0
4.2,4.2,3.6,0.0,0.0
4.8,4.2,3.6,0.0,0.0
1.8,4.8,3.6,0.0,0.0
2.4,4.8,3.6,0.0,0.0
3.0,4.8,3.6,0.0,0.0
3.6,4.8,3.6,0.0,0.0
4.2,4.8,3.6,0.0,0.0
4.8,4.8,3.6,0.0,0.0
1.8,1.8,4.2,0.0,0.0
2.4,1.8,4.2,0.0,0.0
3.0,1.8,4.2,0.0,0.0
3.6,1.8,4.2,0.0,0.0
4.2,1.8,4.2,0.0,0.0
4.8,1.8,4.2,0.0,0.0
1.8,2.4,4.2,0.0,0.0
2.4,2.4,4.2,0.0,0.0
3.0,2.4,4.2,0.0,0.0
3.6,2.4,4.2,0.0,0.0
4.2,2.4,4.2,0.0,0.0
4.8,2.4,4.2,0.0,0.0
1.8,3.0,4.2,0.0,0.0
2.4,3.0,4.2,0.0,0.0
3.0,3.0,4.2,0.0,0.0
3.6,3.0,4.2,0.0,0.0
4.2,3.0,4.2,0.0,0.0
4.8,3.0,4.2,0.0,0.0
1.8,3.6,4.2,0.0,0.0
2.4,3.6,4.2,0.0,0.0
3.0,3.6,4.2,0.0,0.0
3.6,3.6,4.2,0.0,0.0
4.2,3.6,4.2,0.0,0.0
4.8,3.6,4.2,0.0,0.0
1.8,4.2,4.2,0.0,0.0
2.4,4.2,4.2,0.0,0.0
3.0,4.2,4.2,0.0,0.0
3.6,4.2,4.2,0.0,0.0
4.2,4.2,4.2,0.0,0.0
4.8,4.2,4.2,0.0,0.0
1.8,4.8,4.2,0.0,0.0
2.4,4.8,4.2,0.0,0.0
3.0,4.8,4.2,0.0,0.0
3.6,4.8,4.2,0.0,0.0
4.2,4.8,4.2,0.0,0.0
4.8,4.8,4.2,0.0,0.0
1.8,1.8,4.8,0.0,0.0
2.4,1.8,4.8,0.0,0.0
3.0,1.8,4.8,0.0,0.0
3.6,1.8,4.8,0.0,0.0
4.2,1.8,4.8,0.0,0.0
4.8,1.8,4.8,0.0,0.0
1.8,2.4,4.8,0.0,0.0
2.4,2.4,4.8,0.0,0.0
3.0,2.4,4.8,0.0,0.0
3.6,2.4,4.8,0.0,0.0
4.2,2.4,4.8,0.0,0.0
4.8,2.4,4.8,0.0,0.0
1.8,3.0,4.8,0.0,0.0
2.4,3.0,4.8,0.0,0.0
3.0,3.0,4.8,0.0,0.0
3.6,3.0,4.8,0.0,0.0
4.2,3.0,4.8,0.0,0.0
4.8,3.0,4.8,0.0,0.0
1.8,3.6,4.8,0.0,0.0
2.4,3.6,4.8,0.0,0.0
3.0,3.6,4.8,0.0,0.0
3.6,3.6,4.8,0.0,0.0
4.2,3.6,4.8,0.0,0.0
4.8,3.6,4.8,0.0,0.0
1.8,4.2,4.8,0.0,0.0
2.4,4.2,4.8,0.0,0.0
3.0,4.2,4.8,0.0,0.0
3.6,4.2,4.8,0.0,0.0
4.2,4.2,4.8,0.0,0.0
4.8,4.2,4.8,0.0,0.0
1.8,4.8,4.8,0.0,0.0
2.4,4.8,4.8,0.0,0.0
3.0,4.8,4.8,0.0,0.0
3.6,4.8,4.8,0.0,0.0
4.2,4.8,4.8,0.0,0.0
4.8,4.8,4.8,0.0,0.0
1.8,1.8,5.4,0.0,0.0
2.4,1.8,5.4,0.0,0.0
3.0,1.8,5.4,0.0,0.0
3.6,1.8,5.4,0.0,0.0
4.2,1.8,5.4,0.0,0.0
4.8,1.8,5.4,0.0,0.0
1.8,2.4,5.4,0.0,0.0
2.4,2.4,5.4,0.0,0.0
3.0,2.4,5.4,0.0,0.0
3.6,2.4,5.4,0.0,0.0
4.2,2.4,5.4,0.0,0.0
4.8,2.4,5.4,0.0,0.0
1.8,3.0,5.4,0.0,0.0
2.4,3.0,5.4,0.0,0.0
3.0,3.0,5.4,0.0,0.0
3.6,3.0,5.4,0.0,0.0
4.2,3.0,5.4,0.0,0.0
4.8,3.0,5.4,0.0,0.0
1.8,3.6,5.4,0.0,0.0
2.4,3.6,5.4,0.0,0.0
3.0,3.6,5.4,0.0,0.0
3.6,3.6,5.4,0.0,0.0
4.2,3.6,5.4,0.0,0.0
4.8,3.6,5.4,0.0,0.0
1.8,4.2,5.4,0.0,0.0
2.4,4.2,5.4,0.0,0.0
3.0,4.2,5.4,0.0,0.0
3.6,4.2,5.4,0.0,0.0
4.2,4.2,5.4,0.0,0.0
4.8,4.2,5.4,0.0,0.0
1.8,4.8,5.4,0.0,0.0
2.4,4.8,5.4,0.0,0.0
3.0,4.8,5.4,0.0,0.0
3.6,4.8,5.4,0.0,0.0
4.2,4.8,5.4,0.0,0.0
4.8,4.8,5.4,0.0,0.0
1.8,1.8,6.0,0.0,0.0
2.4,1.8,6.0,0.0,0.0
3.0,1.8,6.0,0.0,0.0
3.6,1.8,6.0,0.0,0.0
4.2,1.8,6.0,0.0,0.0
4.8,1.8,6.0,0.0,0.0
1.8,2.4,6.0,0.0,0.0
2.4,2.4,6.0,0.0,0.0
3.0,2.4,6.0,0.0,0.0
3.6,2.4,6.0,0.0,0.0
4.2,2.4,6.0,0.0,0.0
4.8,2.4,6.0,0.0,0.0
1.8,3.0,6.0,0.0,0.0
2.4,3.0,6.0,0.0,0.0
3.0,3.0,6.0,0.0,0.0
3.6,3.0,6.0,0.0,0.0
4.2,3.0,6.0,0.0,0.0
4.8,3.0,6.0,0.0,0.0
1.8,3.6,6.0,0.0,0.0
2.4,3.6,6.0,0.0,0.0
3.0,3.6,6.0,0.0,0.0
3.6,3.6,6.0,0.0,0.0
4.2,3.6,6.0,0.0,0.0
4.8,3.6,6.0,0.0,0.0
1.8,4.2,6.0,0.0,0.0
2.4,4.2,6.0,0.0,0.0
3.0,4.2,6.0,0.0,0.0
3.6,4.2,6.0,0.0,0.0
4.2,4.2,6.0,0.0,0.0
4.8,4.2,6.0,0.0,0.0
1.8,4.8,6.0,0.0,0.0
2.4,4.8,6.0,0.0,0.0
3.0,4.8,6.0,0.0,0.0
3.6,4.8,6.0,0.0,0.0
4.2,4.8,6.0,0.0,0.0
4.8,4.8,6.0,0.0,0.0
1.8,1.8,0.0,0.6,0.0
2.4,1.8,0.0,0.6,0.0
3.0,1.8,0.0,0.6,0.0
3.6,1.8,0.0,0.6,0.0
4.2,1.8,0.0,0.6,0.0
4.8,1.8,0.0,0.6,0.0
1.8,2.4,0.0,0.6,0.0
2.4,2.4,0.0,0.6,0.0
3.0,2.4,0.0,0.6,0.0
3.6,2.4,0.0,0.6,0.0
4.2,2.4,0.0,0.6,0.0
4.8,2.4,0.0,0.6,0.0
1.8,3.0,0.0,0.6,0.0
2.4,3.0,0.0,0.6,0.0
3.0,3.0,0.0,0.6,0.0
3.6,3.0,0.0,0.6,0.0
4.2,3.0,0.0,0.6,0.0
4.8,3.0,0.0,0.6,0.0
1.8,3.6,0.0,0.6,0.0
2.4,3.6,0.0,0.6,0.0
3.0,3.6,0.0,0.6,0.0
3.6,3.6,0.0,0.6,0.0
4.2,3.6,0.0,0.6,0.0
4.8,3.6,0.0,0.6,0.0
1.8,4.2,0.0,0.6,0.0
2.4,4.2,0.0,0.6,0.0
3.0,4.2,0.0,0.6,0.0
3.6,4.2,0.0,0.6,0.0
4.2,4.2,0.0,0.6,0.0
4.8,4.2,0.0,0.6,0.0
1.8,4.8,0.0,0.6,0.0
2.4,4.8,0.0,0.6,0.0
3.0,4.8,0.0,0.6,0.0
3.6,4.8,0.0,0.6,0.0
4.2,4.8,0.0,0.6,0.0
4.8,4.8,0.0,0.6,0.0
1.8,1.8,0.6,0.6,0.0
2.4,1.8,0.6,0.6,0.0
3.0,1.8,0.6,0.6,0.0
3.6,1.8,0.6,0.6,0.0
4.2,1.8,0.6,0.6,0.0
4.8,1.8,0.6,0.6,0.0
1.8,2.4,0.6,0.6,0.0
2.4,2.4,0.6,0.6,0.0
3.0,2.4,0.6,0.6,0.0
3.6,2.4,0.6,0.6,0.0
4.2,2.4,0.6,0.6,0.0
4.8,2.4,0.6,0.6,0.0
1.8,3.0,0.6,0.6,0.0
2.4,3.0,0.6,0.6,0.0
3.0,3.0,0.6,0.6,0.0
3.6,3.0,0.6,0.6,0.0
4.2,3.0,0.6,0.6,0.0
4.8,3.0,0.6,0.6,0.0
1.8,3.6,0.6,0.6,0.0
2.4,3.6,0.6,0.6,0.0
3.0,3.6,0.6,0.6,0.0
3.6,3.6,0.6,0.6,0.0
4.2,3.6,0.6,0.6,0.0
4.8,3.6,0.6,0.6,0.0
1.8,4.2,0.6,0.6,0.0
2.4,4.2,0.6,0.6,0.0
3.0,4.2,0.6,0.6,0.0
3.6,4.2,0.6,0.6,0.0
4.2,4.2,0.6,0.6,0.0
4.8,4.2,0.6,0.6,0.0
1.8,4.8,0.6,0.6,0.0
2.4,4.8,0.6,0.6,0.0
3.0,4.8,0.6,0.6,0.0
3.6,4.8,0.6,0.6,0.0
4.2,4.8,0.6,0.6,0.0
4.8,4.8,0.6,0.6,0.0
1.8,1.8,1.2,0.6,0.0
2.4,1.8,1.2,0.6,0.0
3.0,1.8,1.2,0.6,0.0
3.6,1.8,1.2,0.6,0.0
4.2,1.8,1.2,0.6,0.0
4.8,1.8,1.2,0.6,0.0
1.8,2.4,1.2,0.6,0.0
2.4,2.4,1.2,0.6,0.0
3.0,2.4,1.2,0.6,0.0
3.6,2.4,1.2,0.6,0.0
4.2,2.4,1.2,0.6,0.0
4.8,2.4,1.2,0.6,0.0
1.8,3.0,1.2,0.6,0.0
2.4,3.0,1.2,0.6,0.0
3.0,3.0,1.2,0.6,0.0
3.6,3.0,1.2,0.6,0.0
4.2,3.0,1.2,0.6,0.0
4.8,3.0,1.2,0.6,0.0
1.8,3.6,1.2,0.6,0.0
2.4,3.6,1.2,0.6,0.0
3.0,3.6,1.2,0.6,0.0
3.6,3.6,1.2,0.6,0.0
4.2,3.6,1.2,0.6,0.0
4.8,3.6,1.2,0.6,0.0
1.8,4.2,1.2,0.6,0.0
2.4,4.2,1.2,0.6,0.0
3.0,4.2,1.2,0.6,0.0
3.6,4.2,1.2,0.6,0.0
4.2,4.2,1.2,0.6,0.0
4.8,4.2,1.2,0.6,0.0
1.8,4.8,1.2,0.6,0.0
2.4,4.8,1.2,0.6,0.0
3.0,4.8,1.2,0.6,0.0
3.6,4.8,1.2,0.6,0.0
4.2,4.8,1.2,0.6,0.0
4.8,4.8,1.2,0.6,0.0
1.8,1.8,1.8,0.6,0.0
2.4,1.8,1.8,0.6,0.0
3.0,1.8,1.8,0.6,0.0
3.6,1.8,1.8,0.6,0.0
4.2,1.8,1.8,0.6,0.0
4.8,1.8,1.8,0.6,0.0
1.8,2.4,1.8,0.6,0.0
2.4,2.4,1.8,0.6,0.0
3.0,2.4,1.8,0.6,0.0
3.6,2.4,1.8,0.6,0.0
4.2,2.4,1.8,0.6,0.0
4.8,2.4,1.8,0.6,0.0
1.8,3.0,1.8,0.6,0.0
2.4,3.0,1.8,0.6,0.0
3.0,3.0,1.8,0.6,0.0
3.6,3.0,1.8,0.6,0.0
4.2,3.0,1.8,0.6,0.0
4.8,3.0,1.8,0.6,0.0
1.8,3.6,1.8,0.6,0.0
2.4,3.6,1.8,0.6,0.0
3.0,3.6,1.8,0.6,0.0
3.6,3.6,1.8,0.6,0.0
4.2,3.6,1.8,0.6,0.0
4.8,3.6,1.8,0.6,0.0
1.8,4.2,1.8,0.6,0.0
2.4,4.2,1.8,0.6,0.0
3.0,4.2,1.8,0.6,0.0
3.6,4.2,1.8,0.6,0.0
4.2,4.2,1.8,0.6,0.0
4.8,4.2,1.8,0.6,0.0
1.8,4.8,1.8,0.6,0.0
2.4,4.8,1.8,0.6,0.0
3.0,4.8,1.8,0.6,0.0
3.6,4.8,1.8,0.6,0.0
4.2,4.8,1.8,0.6,0.0
4.8,4.8,1.8,0.6,0.0
1.8,1.8,2.4,0.6,0.0
2.4,1.8,2.4,0.6,0.0
3.0,1.8,2.4,0.6,0.0
3.6,1.8,2.4,0.6,0.0
4.2,1.8,2.4,0.6,0.0
4.8,1.8,2.4,0.6,0.0
1.8,2.4,2.4,0.6,0.0
2.4,2.4,2.4,0.6,0.0
3.0,2.4,2.4,0.6,0.0
3.6,2.4,2.4,0.6,0.0
4.2,2.4,2.4,0.6,0.0
4.8,2.4,2.4,0.6,0.0
1.8,3.0,2.4,0.6,0.0
2.4,3.0,2.4,0.6,0.0
3.0,3.0,2.4,0.6,0.0
3.6,3.0,2.4,0.6,0.0
4.2,3.0,2.4,0.6,0.0
4.8,3.0,2.4,0.6,0.0
1.8,3.6,2.4,0.6,0.0
2.4,3.6,2.4,0.6,0.0
3.0,3.6,2.4,0.6,0.0
3.6,3.6,2.4,0.6,0.0
4.2,3.6,2.4,0.6,0.0
4.8,3.6,2.4,0.6,0.0
1.8,4.2,2.4,0.6,0.0
2.4,4.2,2.4,0.6,0.0
3.0,4.2,2.4,0.6,0.0
3.6,4.2,2.4,0.6,0.0
4.2,4.2,2.4,0.6,0.0
4.8,4.2,2.4,0.6,0.0
1.8,4.8,2.4,0.6,0.0
2.4,4.8,2.4,0.6,0.0
3.0,4.8,2.4,0.6,0.0
3.6,4.8,2.4,0.6,0.0
4.2,4.8,2.4,0.6,0.0
4.8,4.8,2.4,0.6,0.0
1.8,1.8,3.0,0.6,0.0
2.4,1.8,3.0,0.6,0.0
3.0,1.8,3.0,0.6,0.0
3.6,1.8,3.0,0.6,0.0
4.2,1.8,3.0,0.6,0.0
4.8,1.8,3.0,0.6,0.0
1.8,2.4,3.0,0.6,0.0
2.4,2.4,3.0,0.6,0.0
3.0,2.4,3.0,0.6,0.0
3.6,2.4,3.0,0.6,0.0
4.2,2.4,3.0,0.6,0.0
4.8,2.4,3.0,0.6,0.0
1.8,3.0,3.0,0.6,0.0
2.4,3.0,3.0,0.6,0.0
3.0,3.0,3.0,0.6,0.0
3.6,3.0,3.0,0.6,0.0
4.2,3.0,3.0,0.6,0.0
4.8,3.0,3.0,0.6,0.0
1.8,3.6,3.0,0.6,0.0
2.4,3.6,3.0,0.6,0.0
3.0,3.6,3.0,0.6,0.0
3.6,3.6,3.0,0.6,0.0
4.2,3.6,3.0,0.6,0.0
4.8,3.6,3.0,0.6,0.0
1.8,4.2,3.0,0.6,0.0
2.4,4.2,3.0,0.6,0.0
3.0,4.2,3.0,0.6,0.0
3.6,4.2,3.0,0.6,0.0
4.2,4.2,3.0,0.6,0.0
4.8,4.2,3.0,0.6,0.0
1.8,4.8,3.0,0.6,0.0
2.4,4.8,3.0,0.6,0.0
3.0,4.8,3.0,0.6,0.0
3.6,4.8,3.0,0.6,0.0
4.2,4.8,3.0,0.6,0.0
4.8,4.8,3.0,0.6,0.0
1.8,1.8,3.6,0.6,0.0
2.4,1.8,3.6,0.6,0.0
3.0,1.8,3.6,0.6,0.0
3.6,1.8,3.6,0.6,0.0
4.2,1.8,3.6,0.6,0.0
4.8,1.8,3.6,0.6,0.0
1.8,2.4,3.6,0.6,0.0
2.4,2.4,3.6,0.6,0.0
3.0,2.4,3.6,0.6,0.0
3.6,2.4,3.6,0.6,0.0
4.2,2.4,3.6,0.6,0.0
4.8,2.4,3.6,0.6,0.0
1.8,3.0,3.6,0.6,0.0
2.4,3.0,3.6,0.6,0.0
3.0,3.0,3.6,0.6,0.0
3.6,3.0,3.6,0.6,0.0
4.2,3.0,3.6,0.6,0.0
4.8,3.0,3.6,0.6,0.0
1.8,3.6,3.6,0.6,0.0
2.4,3.6,3.6,0.6,0.0
3.0,3.6,3.6,0.6,0.0
3.6,3.6,3.6,0.6,0.0
4.2,3.6,3.6,0.6,0.0
4.8,3.6,3.6,0.6,0.0
1.8,4.2,3.6,0.6,0.0
2.4,4.2,3.6,0.6,0.0
3.0,4.2,3.6,0.6,0.0
3.6,4.2,3.6,0.6,0.0
4.2,4.2,3.6,0.6,0.0
4.8,4.2,3.6,0.6,0.0
1.8,4.8,3.6,0.6,0.0
2.4,4.8,3.6,0.6,0.0
3.0,4.8,3.6,0.6,0.0
3.6,4.8,3.6,0.6,0.0
4.2,4.8,3.6,0.6,0.0
4.8,4.8,3.6,0.6,0.0
1.8,1.8,4.2,0.6,0.0
2.4,1.8,4.2,0.6,0.0
3.0,1.8,4.2,0.6,0.0
3.6,1.8,4.2,0.6,0.0
4.2,1.8,4.2,0.6,0.0
4.8,1.8,4.2,0.6,0.0
1.8,2.4,4.2,0.6,0.0
2.4,2.4,4.2,0.6,0.0
3.0,2.4,4.2,0.6,0.0
3.6,2.4,4.2,0.6,0.0
4.2,2.4,4.2,0.6,0.0
4.8,2.4,4.2,0.6,0.0
1.8,3.0,4.2,0.6,0.0
2.4,3.0,4.2,0.6,0.0
3.0,3.0,4.2,0.6,0.0
3.6,3.0,4.2,0.6,0.0
4.2,3.0,4.2,0.6,0.0
4.8,3.0,4.2,0.6,0.0
1.8,3.6,4.2,0.6,0.0
2.4,3.6,4.2,0.6,0.0
3.0,3.6,4.2,0.6,0.0
3.6,3.6,4.2,0.6,0.0
4.2,3.6,4.2,0.6,0.0
4.8,3.6,4.2,0.6,0.0
1.8,4.2,4.2,0.6,0.0
2.4,4.2,4.2,0.6,0.0
3.0,4.2,4.2,0.6,0.0
3.6,4.2,4.2,0.6,0.0
4.2,4.2,4.2,0.6,0.0
4.8,4.2,4.2,0.6,0.0
1.8,4.8,4.2,0.6,0.0
2.4,4.8,4.2,0.6,0.0
3.0,4.8,4.2,0.6,0.0
3.6,4.8,4.2,0.6,0.0
4.2,4.8,4.2,0.6,0.0
4.8,4.8,4.2,0.6,0.0
1.8,1.8,4.8,0.6,0.0
2.4,1.8,4.8,0.6,0.0
3.0,1.8,4.8,0.6,0.0
3.6,1.8,4.8,0.6,0.0
4.2,1.8,4.8,0.6,0.0
4.8,1.8,4.8,0.6,0.0
1.8,2.4,4.8,0.6,0.0
2.4,2.4,4.8,0.6,0.0
3.0,2.4,4.8,0.6,0.0
3.6,2.4,4.8,0.6,0.0
4.2,2.4,4.8,0.6,0.0
4.8,2.4,4.8,0.6,0.0
1.8,3.0,4.8,0.6,0.0
2.4,3.0,4.8,0.6,0.0
3.0,3.0,4.8,0.6,0.0
